latin_name,common_name,family,habit,mature_height_m,canopy_spread_m,hardiness_zone_min,hardiness_zone_max,layer,succession_role,root_architecture,water_relationship,nitrogen_fixer,guild_function_primary,allelopathic,fodder_cattle,fodder_sheep,fodder_goat,fodder_pig,fodder_chicken,fodder_duck,edibility_rating,medicinal_rating,other_uses_rating,soil,shade,moisture,range,found_in,known_hazards,summary,attestation,source
Heuchera micrantha,"Alum Root, Crevice alumroot, Hartweg's alumroot, Coral Bells",Saxifragaceae,Perennial,0.7,,4,9,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,groundcover,no,no,no,no,no,no,no,1,2,0,LM,SN,M,Western N. America - British Columbia to California,,None known,,OBSERVED:PFAF,pfaf.org database
Heuchera sanguinea,"Alum Root, Coralbells, Crimson Bells",Saxifragaceae,Perennial,0.5,,4,10,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,groundcover,no,no,no,no,no,no,no,0,0,0,LM,SN,M,"South-western N. America - S. Arizona, N. Mexico.",,None known,"Bloom Color: Pink, Red, White.
Main Bloom Time: Early summer, Late spring, Mid spring. Form: Rounded.",OBSERVED:PFAF,pfaf.org database
Heuchera versicolor,Pink alumroot,Saxifragaceae,Perennial,0.2,,8,11,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,groundcover,no,no,no,no,no,no,no,0,1,0,LM,SN,M,South-western N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Hibiscus moscheutos,"Swamp Rose Mallow, Crimsoneyed rosemallow, Wild Cotton, Common Rosemallow, Eastern Rosemallow, Swamp",Malvaceae,Perennial,2.5,,6,9,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,2,0,LMH,SN,M,"Southern N. America - Massachusetts to Michigan, south to Alabama, Georgia and Florida,",,None known,"Bloom Color: Pink, Red, White.
Main Bloom Time: Early fall, Late summer, Mid fall. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Hibiscus sabdariffa,Roselle,Malvaceae,Annual/Perennial,3.0,,9,12,groundcover,pioneer,deep_taproot,mesic,no,support,no,no,no,no,no,no,no,3,3,2,LMH,N,M,Tropics - probably tropical central or western Africa.,"Africa, Angola, Antigua and Barbuda, Asia, Australia, Bangladesh, Benin, Brazil, Burkina Faso, Burma, Burundi, Cambodia, Cameroon, Central Africa, Central African Republic, Central America, Chad, Chin",None known,,OBSERVED:PFAF,pfaf.org database
Hieracium albertinum,,Asteraceae or Compositae,,,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,0,0,LMH,SN,M,N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Hieracium umbellatum,"Hawkweed, Narrowleaf hawkweed",Asteraceae or Compositae,Perennial,0.8,,5,9,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,"Most of Europe, including Britain, to N. Asia and N. America.",,None known,,OBSERVED:PFAF,pfaf.org database
Hieracium venosum,Rattlesnake Weed,Asteraceae or Compositae,Perennial,0.3,,3,7,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,Eastern N. America,,None known,,OBSERVED:PFAF,pfaf.org database
Hierochloe odorata,Holy Grass,Poaceae or Gramineae,Perennial,0.6,,4,8,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,2,2,0,LMH,SN,DMWe,"Central and northern Europe, including Britain, to N. Asia and N. America.",,"The plant contains coumarin, this is toxic if taken internally[169] and is sometimes considered to be carcinogenic[222].",,OBSERVED:PFAF,pfaf.org database
Hilaria jamesii,"Galleta, James' galleta",Poaceae or Gramineae,Perennial,0.3,,6,9,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,0,0,L,N,D,South-western N. America - Wyoming and Utah to Texas and California.,,None known,,OBSERVED:PFAF,pfaf.org database
Hippophae rhamnoides,"Sea Buckthorn, Seaberry",Elaeagnaceae,Shrub,6.0,,3,7,shrub,mid_successional,fibrous_shallow,drought_tolerant,yes,nitrogen_fixer,no,no,no,no,no,no,no,5,5,5,LMH,N,DMWe,"Europe, including Britain, from Norway south and east to Spain and Asia to Japan and the Himalayas.","Australia, Afghanistan, Armenia, Asia, Austria, Azerbaijan, Belarus, Belgium, Britain, Bulgaria, Canada, Caucasus, Central Asia, China*, Czech, Denmark, Europe, Finland, France, Georgia, Germany, Gree","Some reports suggest that the fruit is poisonous[13, 100], whilst it may be very acid it is most definitely not poisonous[65]. Avoid during pregnancy.","Hippophae rhamnoides L. is a synonym of Elaeagnus rhamnoides (L.) A.Nelson.

Bloom Color: Yellow. Main Bloom Time: Early spring, Late spring, Mid spring.   Form: Rounded, Spreading or horizontal.",OBSERVED:PFAF,pfaf.org database
Hoffmannseggia densiflora,Indian Rush-Pea,Fabaceae or Leguminosae,Perennial,0.3,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,0,0,LMH,SN,M,South-western N. America - California to Texas and Mexico.,,None known,,OBSERVED:PFAF,pfaf.org database
Holodiscus discolor,"Creambush, Oceanspray",Rosaceae,Shrub,3.0,,4,8,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,2,0,LMH,SN,M,Western N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Holodiscus dumosus,Rock Spiraea,Rosaceae,Shrub,4.5,,4,8,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,DM,"Western N. America - Wyoming to Texas, Arizona and New Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Honckenya peploides,"Sea Sandwort, Seaside sandplant",Caryophyllaceae,Perennial,0.2,,4,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,0,0,LM,N,DM,"Coasts of temperate and arctic regions of Eurasia, including Britain, and N. America.",,None known,,OBSERVED:PFAF,pfaf.org database
Hordeum jubatum,"Foxtail Barley, Intermediate barley",Poaceae or Gramineae,Perennial,0.3,,4,8,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,1,0,LMH,N,DM,Most areas of N. America to Siberia. An occasional casual in Britain.,,"The barbed awns around the seeds can work their way into the gums and digestive tract of animals when the seed is eaten, causing irritation and inflammation[212]. They can also work their way into the ears and eyes, sometimes causing blindness and even death[212].",,OBSERVED:PFAF,pfaf.org database
Hydrangea arborescens,"Seven Barks, Wild hydrangea, Ashy Hydrangea, Snowhill Hydrangea, Smooth Hydrangea",Hydrangeaceae,Shrub,3.0,,4,9,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,3,0,LMH,SN,M,"Eastern N. America - New York to Florida, west to Ohio, Oklahoma and Indiana.",,"Dizziness, chest pain, gastrointestinal distress. Weak potential for sensitization [301].","Bloom Color: Blue, Lavender, Pink, Red, White. Main Bloom Time: Early summer, Early fall, Late summer, Late spring, Mid summer. Form: Rounded, Spreading or horizontal.",OBSERVED:PFAF,pfaf.org database
Hydrastis canadensis,Goldenseal,Ranunculaceae,Perennial,0.3,,3,7,groundcover,early_successional,fibrous_shallow,mesic,no,pest_confuser,no,no,no,no,no,no,no,0,3,2,LMH,FS,M,"Eastern N. America - Connecticut to Minnesota, Missouri and Kansas.",,"The whole plant is poisonous[4, 19]. Do not use by pregnant or lactating women, babies or patients with cardiovascular disease, epilepsy or coagulation problems. Goldenseal poisoning symptoms include stomach upset, nervousness, depression [301].",,OBSERVED:PFAF,pfaf.org database
Hydrophyllum canadense,"John's Cabbage, Bluntleaf waterleaf",Hydrophyllaceae,Perennial,0.3,,4,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,0,0,LMH,S,M,"Eastern N. America - Vermont to New York, North Carolina, Ontario, Illinois and Kentucky.",,None known,,OBSERVED:PFAF,pfaf.org database
Hydrophyllum capitatum,"Cat's Breeches, Ballhead waterleaf, Alpine waterleaf, Thompson's waterleaf",Hydrophyllaceae,Perennial,0.5,,4,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,0,0,LMH,S,M,"Western N. America - Alberta to British Columbia, south to Oregon and Colorado.",,None known,,OBSERVED:PFAF,pfaf.org database
Hydrophyllum occidentale,Western Waterleaf,Hydrophyllaceae,Perennial,0.5,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,0,0,LMH,S,M,Western N. America - Oregon to California.,,None known,,OBSERVED:PFAF,pfaf.org database
Hydrophyllum tenuipes,Pacific Waterleaf,Hydrophyllaceae,Perennial,0.8,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LMH,S,M,Western N. America - Washington to California.,,None known,,OBSERVED:PFAF,pfaf.org database
Hydrophyllum virginianum,"Virginia Waterleaf, Eastern waterleaf",Hydrophyllaceae,Perennial,0.6,,4,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,1,0,LMH,S,M,"Eastern N. America - Quebec and New England to Virginia, west to Tennessee and Kansas.",,None known,,OBSERVED:PFAF,pfaf.org database
Hylocereus undatus,"Dragon Fruit, Red Pitaya",Cactaceae,Shrub,4.0,,10,12,shrub,early_successional,fibrous_shallow,mesic,no,windbreak,no,no,no,no,no,no,no,4,0,2,LMH,SN,DM,"Central America - Mexico southwards, also in the West Indies.","Anguilla; Antigua and Barbuda; Aruba; Bahamas; Barbados; Belize; Bonaire, Sint Eustatius and Saba; Cayman Islands; Costa Rica; Cuba; Curaçao; Dominica; Dominican Republic; Grenada; Guadeloupe; Haiti; ",Plant has spines or sharp edges; use extreme caution when handling,"Other common names include Red Pitaya, Strawberry Pear, Night Blooming Cereus, Queen of the Night, and Honolulu Queen. Hylocereus undatus or commonly known as Dragon Fruit is a climbing cactus or succulent shrub with triangular stalks that can be up to 7 m long. It produces aerial roots enabling it ",OBSERVED:PFAF,pfaf.org database
Hymenaea courbaril,West Indian Locust,Fabaceae,Tree,30.0,,10,12,canopy,mid_successional,fibrous_shallow,drought_tolerant,yes,nitrogen_fixer,no,no,no,no,no,no,no,3,3,4,MH,N,DM,"S. America - Brazil, Bolivia, Peru, Colombia, Venezuela, the Guyanas; C. America - Panama to southern Mexico; Caribbean.","Anguilla; Antigua and Barbuda; Barbados; Belize; Bonaire, Sint Eustatius and Saba; Colombia; Costa Rica; Cuba; Curaçao; Dominica; Dominican Republic; El Salvador; French Guiana; Grenada; Guadeloupe; G",None known,"Hymenaea courbaril or commonly known as West Indian Locust, Brazilian copal, umami-gum, Brazilian Cherry, or South American Cherry is a legume in the Fabaceae family. It is an evergreen tree with massive spreading branches and a heavy, umbrella-shaped crown. It is slow growing but reaches up to 30 m",OBSERVED:PFAF,pfaf.org database
Hymenaea martiana,Copal,Fabaceae,Tree,13.0,,10,12,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,2,0,4,LMH,N,M,"S. America - Paraguay, central, eastern and northern Brazil, Bolivia.","Paraguay; Colombia; Argentina; Bolivia, Plurinational State of; Brazil, Bolivia, Brazil, Mexico, North America, Paraguay, South America,",None known,"Hymenaea martiana is an evergreen tree that can be found in South America. It has a dense, wide-spreading crown and short bole of up to 90 cm in diameter. It reaches a height of 18 m. It is often harvested from the wild for its high quality timber. The fruit is edible when raw. It has a white pulp. ",OBSERVED:PFAF,pfaf.org database
Hymenopappus lugens,Fineleaf hymenopappus,Asteraceae or Compositae,Perennial,1.0,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,Western N. America - Washington to California.,,None known,,OBSERVED:PFAF,pfaf.org database
Hymenoxys richardsonii,"Pingue Hymenoxys, Pingue rubberweed, Colorado rubberweed",Asteraceae or Compositae,Perennial,0.2,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,2,1,0,LM,SN,DM,Western N. America - Colorado to Saskatchewan and Alberta.,,None known,,OBSERVED:PFAF,pfaf.org database
Hypericum ascyron,Great Saint John's Wort,Hypericaceae,Perennial,1.5,,3,7,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,1,2,0,LMH,SN,M,"N. America - Quebec to Manitoba, south to Kansas, Iowa and Missouri. E. Asia.",,None known,,OBSERVED:PFAF,pfaf.org database
Hypericum hypericoides,St. Andrews Cross,Hypericaceae,Shrub,1.2,,5,9,shrub,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,2,0,LM,SN,DM,"Eastern N. America - Massachusetts to Florida, west to Texas and Illinois.",,Contact with the sap can cause photosensitivity in sensitive people[222].,,OBSERVED:PFAF,pfaf.org database
Hyphaene thebaica,Doum Palm. Gingerbread palm.,Arecaceae,Shrub,10.0,,10,12,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,2,2,3,LMH,N,DM,"Africa - Mauritania and Senegal to Egypt, Djibouti, Eritrea and Sudan.","Africa, Asia, Australia, Benin, Burkina Faso, Cameroon, Central Africa, Central African Republic, CAR, Chad, China, Congo, Congo DR, Côte d'Ivoire, Djibouti, East Africa, Egypt, Eritrea, Ethiopia, Gab",None known,,OBSERVED:PFAF,pfaf.org database
Ilex cassine,"Cassine, Dahoon, Cassine Holly",Aquifoliaceae,Tree,10.0,,7,11,canopy,mid_successional,fibrous_shallow,wetland,no,canopy,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,"South-eastern N. America - Virginia to Florida, west to Texas.",,"Although no specific reports of toxicity have been seen for this species, the fruits of at least some members of this genus contain saponins and are slightly toxic. They can cause vomiting, diarrhoea and stupor if eaten in quantity[274].","Bloom Color: White. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Oval, Pyramidal.",OBSERVED:PFAF,pfaf.org database
Ilex coriacea,Large Gallberry,Aquifoliaceae,Shrub,3.0,,6,9,shrub,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,0,0,LMH,SN,M,"South-eastern N. America - Florida to Louisiana, north to S.E. Virginia.",,"Although no specific reports of toxicity have been seen for this species, the fruits of at least some members of this genus contain saponins and are slightly toxic. They can cause vomiting, diarrhoea and stupor if eaten in quantity[274].",,OBSERVED:PFAF,pfaf.org database
Ilex glabra,Inkberry,Aquifoliaceae,Shrub,3.0,,3,7,shrub,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,0,2,LMH,SN,M,Eastern N. America - Nova Scotia to Florida and west to Montana.,,"Although no specific reports of toxicity have been seen for this species, the fruits of at least some members of this genus contain saponins and are slightly toxic. They can cause vomiting, diarrhoea and stupor if eaten in quantity[274].",,OBSERVED:PFAF,pfaf.org database
Ilex opaca,American Holly,Aquifoliaceae,Shrub,15.0,,4,8,shrub,early_successional,fibrous_shallow,mesic,no,windbreak,no,no,no,no,no,no,no,2,2,3,LMH,SN,M,Eastern N. America - Massachusetts to Florida and west to Texas.,,"Although no specific reports of toxicity have been seen for this species, the fruits of at least some members of this genus contain saponins and are slightly toxic. They can cause vomiting, diarrhoea and stupor if eaten in quantity[274]. The fruits can cause violent vomiting[222].",,OBSERVED:PFAF,pfaf.org database
Ilex verticillata,"Winterberry, Common winterberry",Aquifoliaceae,Shrub,2.0,,3,7,shrub,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,3,0,LMH,SN,MWe,Eastern N. America - Newfoundland to Minnesota and south to Georgia and Tennessee..,,"Although no specific reports of toxicity have been seen for this species, the fruits of at least some members of this genus contain saponins and are slightly toxic. They can cause vomiting, diarrhoea and stupor if eaten in quantity[274]. The fruit is poisonous[177].",,OBSERVED:PFAF,pfaf.org database
Ilex vomitoria,"Yaupon Holly,",Aquifoliaceae,Shrub,6.0,,6,9,shrub,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,"South-eastern N. America - Virginia to Florida, west to Texas and Arkansas.",,"Although no specific reports of toxicity have been seen for this species, the fruits of at least some members of this genus contain saponins and are slightly toxic. They can cause vomiting, diarrhoea and stupor if eaten in quantity[274]. The fruit is poisonous[177].",,OBSERVED:PFAF,pfaf.org database
Illicium floridanum,"Aniseed Tree, Florida anisetree, Purple Anise, Star Anise, Florida anise",Illiciaceae,Shrub,2.0,,6,10,shrub,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,0,0,LM,SN,M,South-eastern N. America - Florida to Louisiana.,,"Although no mention of toxicity has been seen for this species, at least one other member of the genus has a fruit that is poisonous in quantity[19, 177].","Bloom Color: Pink, Purple, Red. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Oval, Rounded.",OBSERVED:PFAF,pfaf.org database
Impatiens aurella,Paleyellow touch-me-not,Balsaminaceae,Annual,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,2,2,LMH,SN,M,Western N. America - Central Alaska to Oregon and Idaho.,,"Regular ingestion of large quantities of these plants can be dangerous due to their high mineral content[172]. This report, which seems nonsensical, might refer to calcium oxalate. This mineral is found in I. capensis and so is probably also in other members of the genus. It can be harmful raw but i",,OBSERVED:PFAF,pfaf.org database
Impatiens capensis,Jewelweed,Balsaminaceae,Annual,1.2,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,2,0,LMH,SN,M,N. America - Newfoundland to Saskatchewan. Naturalized in Britain.,,"Regular ingestion of large quantities of these plants can be dangerous due to their high mineral content[172]. This report, which seems nonsensical, might refer to calcium oxalate. This mineral is found in I. capensis and so is probably also in other members of the genus. It can be harmful raw but i",,OBSERVED:PFAF,pfaf.org database
Impatiens ecalcarata,,Balsaminaceae,Annual,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,2,2,LMH,SN,M,Western N. America - S.E. British Columbia to Oregon.,,"Regular ingestion of large quantities of these plants can be dangerous due to their high mineral content[172]. This report, which seems nonsensical, might refer to calcium oxalate. This mineral is found in I. capensis and so is probably also in other members of the genus. It can be harmful raw but i",,OBSERVED:PFAF,pfaf.org database
Impatiens occidentalis,,Balsaminaceae,Annual,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,2,2,LMH,SN,M,Western N. America.,,"Regular ingestion of large quantities of these plants can be dangerous due to their high mineral content[172]. This report, which seems nonsensical, might refer to calcium oxalate. This mineral is found in I. capensis and so is probably also in other members of the genus. It can be harmful raw but i",,OBSERVED:PFAF,pfaf.org database
Impatiens pallida,"Pale Jewelweed, Pale touch-me-not",Balsaminaceae,Annual,1.5,,7,10,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,3,2,LMH,SN,M,"Eastern N. America - Newfoundland to Saskatchewan, south to Georgia.",,"Regular ingestion of large quantities of these plants can be dangerous due to their high mineral content[172]. This report, which seems nonsensical, might refer to calcium oxalate. This mineral is found in I. capensis and so is probably also in other members of the genus. It can be harmful raw but i",,OBSERVED:PFAF,pfaf.org database
Impatiens parviflora,Smallflower touchmenot,Balsaminaceae,Annual,1.0,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,2,2,LMH,SN,M,Western N. America to Siberia. Naturalized in Britain.,,"Regular ingestion of large quantities of these plants can be dangerous due to their high mineral content[172]. This report, which seems nonsensical, might refer to calcium oxalate. This mineral is found in I. capensis and so is probably also in other members of the genus. It can be harmful raw but i",,OBSERVED:PFAF,pfaf.org database
Inga densiflora,Densely flowered Inga,Fabaceae,Tree,15.0,,10,12,canopy,mid_successional,fibrous_shallow,mesic,no,canopy,no,no,no,no,no,no,no,4,0,2,LMH,N,M,"S. America - Peru, Ecuador, Colombia, Venezuela, Guyana, French Guiana; C. America - Panama, Costa Rica, Nicaragua, Guatemala, Mexico.","Belize; Colombia; Costa Rica; Ecuador; French Guiana; Guatemala; Guyana; Honduras; Mexico; Nicaragua; Panama; Peru; Suriname; Venezuela, Bolivarian Republic of, Central America, Colombia, Costa Rica, ",None known,Inga densiflora is a tropical tree usually found in South America. The fruit is eaten raw and is highly valued for its sweet pulp surrounding the seeds. The plant is used as a shade tree in coffee plantations.,OBSERVED:PFAF,pfaf.org database
Inga edulis,"Ice Cream Bean, Monkey Tamarind",Fabaceae,Tree,18.0,,9,12,canopy,mid_successional,fibrous_shallow,wetland,yes,nitrogen_fixer,no,no,no,no,no,no,no,4,2,3,LMH,SN,DMWe,"Northern and western S. America - Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela, the Guyanas.","Colombia; Ecuador; French Guiana; Venezuela, Bolivarian Republic of; Bolivia, Plurinational State of; Guyana; Brazil, Africa, Amazon, Argentina, Asia, Australia, Belize, Bolivia, Brazil, Caribbean, Ce",None known,"Inga edulis or commonly known as Ice Cream Bean is a fast-growing fruit tree native to South America. It grows up to 30 m tall and 60 cm in trunk diameter. It is an evergreen and forms a broad, spreading canopy. The leaves are compound with 4-6 pairs of leaflets. The flowers re near the ends of bran",OBSERVED:PFAF,pfaf.org database
Inga jinicuil,"Ice Cream Bean, Jinicuil",Fabaceae,Tree,20.0,,10,12,canopy,mid_successional,fibrous_shallow,mesic,yes,nitrogen_fixer,no,no,no,no,no,no,no,4,0,1,LMH,N,M,Central America - Mexico to Costa Rica.,"Belize; Costa Rica; Ecuador; El Salvador; Guatemala, Nicaragua, Central America, Honduras, Mexico, North America, Panama, South America,",None known,"Jinucuil or Ice Cream Bean, otherwise known as Inga jinicuil, is a tropical evergreen tree with a spreading crown, bright green leaves, creamy white flowers in clusters, and pod-type fruits. It is very fast-growing and widely planted in Central America as shade tree in coffee plantations. The fruit ",OBSERVED:PFAF,pfaf.org database
Inga vera,"Ice cream bean, River koko, Guaba, Pois Doux",Fabaceae,Tree,15.0,,10,12,canopy,mid_successional,fibrous_shallow,mesic,yes,nitrogen_fixer,no,no,no,no,no,no,no,2,2,3,MH,N,M,"Tropical S. America, north to the Caribbean and through Central America to Mexico.","Argentina, Bahamas, Barbados, Bolivia, Brazil, Caribbean, Central America, Chile, Colombia, Cuba, Dominica, Dominican Republic, Ecuador, French Guiana, Grenada, Guadeloupe, Guatemala, Guianas, Guyana,",None known,,OBSERVED:PFAF,pfaf.org database
Ipomoea batatas,"Sweet Potato, Black Sweet Potato, Sweet Potato Vine",Convolvulaceae,Perennial Climber,3.0,,10,12,vine,mid_successional,tuber,mesic,no,groundcover,no,no,no,no,no,no,no,5,0,3,LM,N,M,Pantropical.,"Africa, Andes, Asia, Australia, Bangladesh, Barbados, Benin, Brazil, Burkina Faso, Cambodia, Cameroon, Cape Verde, Caribbean, Central Africa, Central America, China, Colombia, Congo DR, Congo R, Cook ",None known,"Main Bloom Time: Late summer, Mid summer. Form: Spreading or horizontal.",OBSERVED:PFAF,pfaf.org database
Ipomoea jalapa,Jalap,Convolvulaceae,Climber,3.0,,,,vine,mid_successional,fibrous_shallow,mesic,no,climber,no,no,no,no,no,no,no,0,3,0,LMH,SN,M,Southern N. America - Mexico.,,None known,,OBSERVED:PFAF,pfaf.org database
Ipomoea leptophylla,Bush Moon Flower,Convolvulaceae,Perennial,1.2,,8,11,groundcover,mid_successional,tuber,drought_tolerant,no,support,no,no,no,no,no,no,no,3,2,1,LMH,N,M,"Southern N. America - South Dakota to Nebraska, Wyoming, New Mexico and Texas.",,None known,,OBSERVED:PFAF,pfaf.org database
Ipomoea pandurata,"Wild Potato Vine, Man of the earth",Convolvulaceae,Perennial Climber,3.5,,6,9,vine,early_successional,deep_taproot,drought_tolerant,no,windbreak,no,no,no,no,no,no,no,3,2,2,LMH,N,M,"Eastern N. America - Connecticut to Florida, west to Texas, Kansas and Michigan.",,There is a report that the root could be poisonous[274].,,OBSERVED:PFAF,pfaf.org database
Ipomoea sagittata,"Saltmarsh Morning Glory, Saltmarsh morning-glory",Convolvulaceae,,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,N. America,,None known,,OBSERVED:PFAF,pfaf.org database
Ipomoea tricolor,"Morning Glory, Grannyvine",Convolvulaceae,Perennial Climber,5.0,,10,11,vine,early_successional,fibrous_shallow,mesic,no,climber,no,no,no,no,no,no,no,0,1,0,LMH,N,M,Southern N. America - Mexico to the West Indies and tropical America.,,None known,"Bloom Color: Blue. Main Bloom Time: Early summer, Early fall, Late summer, Mid summer. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Ipomopsis aggregata,"Skyrocket,  Scarlet gilia",Polemoniaceae,Biennial/Perennial,1.0,,6,9,groundcover,early_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,2,0,LM,N,DM,"Western N. America - Oregon to California to Texas, north to N. Dakota.",,None known,,OBSERVED:PFAF,pfaf.org database
Ipomopsis congesta,Ballhead ipomopsis,Polemoniaceae,Perennial,0.3,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,"South-western N. America - Oregon to California, eastwards to North Dakota and West Nebraska.",,None known,,OBSERVED:PFAF,pfaf.org database
Iris cristata,"Crested Iris, 	Dwarf crested iris",Iridaceae,Perennial,0.2,,5,9,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,1,0,LM,SN,M,"Eastern N. America - Maryland to Ohio, south to Georgia, Tennessee and Missouri.",,"Many plants in this genus are thought to be poisonous if ingested, so caution is advised[65]. The roots are especially likely to be toxic[238]. Plants can cause skin irritations and allergies in some people[238].","Bloom Color: Blue, Purple, White.
Main Bloom Time: Late spring, Mid spring. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Iris douglasiana,"Mountain Iris, Douglas iris",Iridaceae,Perennial,0.3,,6,9,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,groundcover,no,no,no,no,no,no,no,0,0,1,LM,SN,DMWe,South-western N. America - California and Oregon.,,"Many plants in this genus are thought to be poisonous if ingested, so caution is advised[65]. The roots are especially likely to be toxic[238]. Plants can cause skin irritations and allergies in some people[238].",,OBSERVED:PFAF,pfaf.org database
Iris macrosiphon,Bowltube Iris,Iridaceae,Perennial,0.2,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,1,1,LM,SN,M,South-western N. America - California to Oregon.,,"Many plants in this genus are thought to be poisonous if ingested, so caution is advised[65]. The roots are especially likely to be toxic[238]. Plants can cause skin irritations and allergies in some people[238].",,OBSERVED:PFAF,pfaf.org database
Iris missouriensis,Rocky Mountain Iris,Iridaceae,Perennial,0.8,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,2,0,LM,SN,MWe,"Western N. America - British Columbia to Mexico, east to South Dakota and Alberta.",,"Many plants in this genus are thought to be poisonous if ingested, so caution is advised[65]. An arrow poison was made from the ground-up roots[207]. Plants can cause skin irritations and allergies in some people[238].",,OBSERVED:PFAF,pfaf.org database
Iris purdyi,Purdy's Iris,Iridaceae,Perennial,0.4,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,0,1,LM,SN,DM,South-western N. America - N.W. California.,,"Many plants in this genus are thought to be poisonous if ingested, so caution is advised[65]. The roots are especially likely to be toxic[238]. Plants can cause skin irritations and allergies in some people[238].",,OBSERVED:PFAF,pfaf.org database
