hexagram_id,nakshatra_id,resonance_score,resonance_reason,shared_element,shared_quality,shared_graha,notes,attestation_status
hexagram_27,nakshatra_uttara_phalguni,0.65,shared element earth + shared guna sattva,earth,sattva,,nourishment resonates with Uttara_Phalguni,inferred_coherent
hexagram_27,nakshatra_hasta,0.55,shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,,sattva,,nourishment resonates with Hasta,inferred_coherent
hexagram_27,nakshatra_chitra,0.35,shared element fire,fire,,,nourishment resonates with Chitra,inferred_coherent
hexagram_27,nakshatra_vishakha,0.35,shared element fire,fire,,,nourishment resonates with Vishakha,inferred_coherent
hexagram_27,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,nourishment resonates with Anuradha,inferred_coherent
hexagram_27,nakshatra_uttara_ashadha,0.65,shared element earth + shared guna sattva,earth,sattva,,nourishment resonates with Uttara_Ashadha,inferred_coherent
hexagram_27,nakshatra_shravana,0.55,shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,,sattva,,nourishment resonates with Shravana,inferred_coherent
hexagram_27,nakshatra_dhanishta,0.35,shared element fire,fire,,,nourishment resonates with Dhanishta,inferred_coherent
hexagram_27,nakshatra_purva_bhadrapada,0.35,shared element fire,fire,,,nourishment resonates with Purva_Bhadrapada,inferred_coherent
hexagram_27,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,nourishment resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_27,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,nourishment resonates with Revati,inferred_coherent
hexagram_28,nakshatra_ashwini,0.45,shared guna rajas + dosha-body alignment vata/thigh,,rajas,,great preponderance resonates with Ashwini,inferred_coherent
hexagram_28,nakshatra_bharani,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,great preponderance resonates with Bharani,inferred_coherent
hexagram_28,nakshatra_krittika,0.3,shared guna rajas,,rajas,,great preponderance resonates with Krittika,inferred_coherent
hexagram_28,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,great preponderance resonates with Rohini,inferred_coherent
hexagram_28,nakshatra_ardra,0.6,shared element water + dosha-body alignment vata/thigh + manushya-rajas alignment,water,,,great preponderance resonates with Ardra,inferred_coherent
hexagram_28,nakshatra_punarvasu,0.5,shared element air + dosha-body alignment vata/thigh,air,,,great preponderance resonates with Punarvasu,inferred_coherent
hexagram_28,nakshatra_pushya,0.35,shared element water,water,,,great preponderance resonates with Pushya,inferred_coherent
hexagram_28,nakshatra_ashlesha,0.35,shared element water,water,,,great preponderance resonates with Ashlesha,inferred_coherent
hexagram_28,nakshatra_purva_phalguni,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,great preponderance resonates with Purva_Phalguni,inferred_coherent
hexagram_28,nakshatra_hasta,0.5,shared element air + dosha-body alignment vata/thigh,air,,,great preponderance resonates with Hasta,inferred_coherent
hexagram_28,nakshatra_swati,0.8,shared element air + shared guna rajas + dosha-body alignment vata/thigh,air,rajas,,great preponderance resonates with Swati,inferred_coherent
hexagram_28,nakshatra_vishakha,0.3,shared guna rajas,,rajas,,great preponderance resonates with Vishakha,inferred_coherent
hexagram_28,nakshatra_anuradha,0.35,shared element water,water,,,great preponderance resonates with Anuradha,inferred_coherent
hexagram_28,nakshatra_jyeshtha,0.35,shared element air,air,,,great preponderance resonates with Jyeshtha,inferred_coherent
hexagram_28,nakshatra_mula,0.5,shared element air + dosha-body alignment vata/thigh,air,,,great preponderance resonates with Mula,inferred_coherent
hexagram_28,nakshatra_purva_ashadha,0.75,shared element water + shared guna rajas + manushya-rajas alignment,water,rajas,,great preponderance resonates with Purva_Ashadha,inferred_coherent
hexagram_28,nakshatra_shravana,0.5,shared element air + dosha-body alignment vata/thigh,air,,,great preponderance resonates with Shravana,inferred_coherent
hexagram_28,nakshatra_dhanishta,0.3,shared guna rajas,,rajas,,great preponderance resonates with Dhanishta,inferred_coherent
hexagram_28,nakshatra_shatabhisha,0.5,shared element air + dosha-body alignment vata/thigh,air,,,great preponderance resonates with Shatabhisha,inferred_coherent
hexagram_28,nakshatra_uttara_bhadrapada,0.45,shared element water + manushya-rajas alignment,water,,,great preponderance resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_28,nakshatra_revati,0.35,shared element water,water,,,great preponderance resonates with Revati,inferred_coherent
hexagram_29,nakshatra_mrigashira,0.45,shared guna tamas + dosha-body alignment vata/ear,,tamas,,the abysmal resonates with Mrigashira,inferred_coherent
hexagram_29,nakshatra_ardra,0.8,shared element water + shared guna tamas + dosha-body alignment vata/ear,water,tamas,,the abysmal resonates with Ardra,inferred_coherent
hexagram_29,nakshatra_pushya,0.35,shared element water,water,,,the abysmal resonates with Pushya,inferred_coherent
hexagram_29,nakshatra_ashlesha,0.75,shared element water + shared guna tamas + rakshasa-tamas alignment,water,tamas,,the abysmal resonates with Ashlesha,inferred_coherent
hexagram_29,nakshatra_magha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,the abysmal resonates with Magha,inferred_coherent
hexagram_29,nakshatra_chitra,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,the abysmal resonates with Chitra,inferred_coherent
hexagram_29,nakshatra_anuradha,0.35,shared element water,water,,,the abysmal resonates with Anuradha,inferred_coherent
hexagram_29,nakshatra_jyeshtha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,the abysmal resonates with Jyeshtha,inferred_coherent
hexagram_29,nakshatra_mula,0.55,shared guna tamas + dosha-body alignment vata/ear + rakshasa-tamas alignment,,tamas,,the abysmal resonates with Mula,inferred_coherent
hexagram_29,nakshatra_purva_ashadha,0.35,shared element water,water,,,the abysmal resonates with Purva_Ashadha,inferred_coherent
hexagram_29,nakshatra_shatabhisha,0.55,shared guna tamas + dosha-body alignment vata/ear + rakshasa-tamas alignment,,tamas,,the abysmal resonates with Shatabhisha,inferred_coherent
hexagram_29,nakshatra_purva_bhadrapada,0.3,shared guna tamas,,tamas,,the abysmal resonates with Purva_Bhadrapada,inferred_coherent
hexagram_29,nakshatra_uttara_bhadrapada,0.35,shared element water,water,,,the abysmal resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_29,nakshatra_revati,0.35,shared element water,water,,,the abysmal resonates with Revati,inferred_coherent
hexagram_30,nakshatra_ashwini,0.65,shared element fire + shared guna rajas,fire,rajas,,the clinging resonates with Ashwini,inferred_coherent
hexagram_30,nakshatra_bharani,0.55,shared guna rajas + dosha-body alignment pitta/eye + manushya-rajas alignment,,rajas,,the clinging resonates with Bharani,inferred_coherent
hexagram_30,nakshatra_krittika,0.8,shared element fire + shared guna rajas + dosha-body alignment pitta/eye,fire,rajas,,the clinging resonates with Krittika,inferred_coherent
hexagram_30,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,the clinging resonates with Rohini,inferred_coherent
hexagram_30,nakshatra_magha,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,the clinging resonates with Magha,inferred_coherent
hexagram_30,nakshatra_purva_phalguni,0.55,shared guna rajas + dosha-body alignment pitta/eye + manushya-rajas alignment,,rajas,,the clinging resonates with Purva_Phalguni,inferred_coherent
hexagram_30,nakshatra_chitra,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,the clinging resonates with Chitra,inferred_coherent
hexagram_30,nakshatra_swati,0.3,shared guna rajas,,rajas,,the clinging resonates with Swati,inferred_coherent
hexagram_30,nakshatra_vishakha,0.8,shared element fire + shared guna rajas + dosha-body alignment pitta/eye,fire,rajas,,the clinging resonates with Vishakha,inferred_coherent
hexagram_30,nakshatra_purva_ashadha,0.55,shared guna rajas + dosha-body alignment pitta/eye + manushya-rajas alignment,,rajas,,the clinging resonates with Purva_Ashadha,inferred_coherent
hexagram_30,nakshatra_dhanishta,0.8,shared element fire + shared guna rajas + dosha-body alignment pitta/eye,fire,rajas,,the clinging resonates with Dhanishta,inferred_coherent
hexagram_30,nakshatra_purva_bhadrapada,0.6,shared element fire + dosha-body alignment pitta/eye + manushya-rajas alignment,fire,,,the clinging resonates with Purva_Bhadrapada,inferred_coherent
hexagram_31,nakshatra_bharani,0.35,shared element earth,earth,,,influence resonates with Bharani,inferred_coherent
hexagram_31,nakshatra_rohini,0.5,shared element earth + dosha-body alignment kapha/hand,earth,,,influence resonates with Rohini,inferred_coherent
hexagram_31,nakshatra_mrigashira,0.45,shared element earth + deva-sattva alignment,earth,,,influence resonates with Mrigashira,inferred_coherent
hexagram_31,nakshatra_ardra,0.35,shared element water,water,,,influence resonates with Ardra,inferred_coherent
hexagram_31,nakshatra_punarvasu,0.4,shared guna sattva + deva-sattva alignment,,sattva,,influence resonates with Punarvasu,inferred_coherent
hexagram_31,nakshatra_pushya,0.9,shared element water + shared guna sattva + dosha-body alignment kapha/hand + deva-sattva alignment,water,sattva,,influence resonates with Pushya,inferred_coherent
hexagram_31,nakshatra_ashlesha,0.5,shared element water + dosha-body alignment kapha/hand,water,,,influence resonates with Ashlesha,inferred_coherent
hexagram_31,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,influence resonates with Purva_Phalguni,inferred_coherent
hexagram_31,nakshatra_uttara_phalguni,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/hand,earth,sattva,,influence resonates with Uttara_Phalguni,inferred_coherent
hexagram_31,nakshatra_hasta,0.4,shared guna sattva + deva-sattva alignment,,sattva,,influence resonates with Hasta,inferred_coherent
hexagram_31,nakshatra_anuradha,0.9,shared element water + shared guna sattva + dosha-body alignment kapha/hand + deva-sattva alignment,water,sattva,,influence resonates with Anuradha,inferred_coherent
hexagram_31,nakshatra_purva_ashadha,0.35,shared element water,water,,,influence resonates with Purva_Ashadha,inferred_coherent
hexagram_31,nakshatra_uttara_ashadha,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/hand,earth,sattva,,influence resonates with Uttara_Ashadha,inferred_coherent
hexagram_31,nakshatra_shravana,0.4,shared guna sattva + deva-sattva alignment,,sattva,,influence resonates with Shravana,inferred_coherent
hexagram_31,nakshatra_uttara_bhadrapada,0.8,shared element water + shared guna sattva + dosha-body alignment kapha/hand,water,sattva,,influence resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_31,nakshatra_revati,0.9,shared element water + shared guna sattva + dosha-body alignment kapha/hand + deva-sattva alignment,water,sattva,,influence resonates with Revati,inferred_coherent
hexagram_32,nakshatra_ashwini,0.6,shared element fire + dosha-body alignment vata/thigh + deva-sattva alignment,fire,,,duration resonates with Ashwini,inferred_coherent
hexagram_32,nakshatra_krittika,0.35,shared element fire,fire,,,duration resonates with Krittika,inferred_coherent
hexagram_32,nakshatra_punarvasu,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,duration resonates with Punarvasu,inferred_coherent
hexagram_32,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,duration resonates with Pushya,inferred_coherent
hexagram_32,nakshatra_magha,0.35,shared element fire,fire,,,duration resonates with Magha,inferred_coherent
hexagram_32,nakshatra_uttara_phalguni,0.3,shared guna sattva,,sattva,,duration resonates with Uttara_Phalguni,inferred_coherent
hexagram_32,nakshatra_hasta,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,duration resonates with Hasta,inferred_coherent
hexagram_32,nakshatra_chitra,0.35,shared element fire,fire,,,duration resonates with Chitra,inferred_coherent
hexagram_32,nakshatra_swati,0.6,shared element air + dosha-body alignment vata/thigh + deva-sattva alignment,air,,,duration resonates with Swati,inferred_coherent
hexagram_32,nakshatra_vishakha,0.35,shared element fire,fire,,,duration resonates with Vishakha,inferred_coherent
hexagram_32,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,duration resonates with Anuradha,inferred_coherent
hexagram_32,nakshatra_jyeshtha,0.35,shared element air,air,,,duration resonates with Jyeshtha,inferred_coherent
hexagram_32,nakshatra_mula,0.5,shared element air + dosha-body alignment vata/thigh,air,,,duration resonates with Mula,inferred_coherent
hexagram_32,nakshatra_uttara_ashadha,0.3,shared guna sattva,,sattva,,duration resonates with Uttara_Ashadha,inferred_coherent
hexagram_32,nakshatra_shravana,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,duration resonates with Shravana,inferred_coherent
hexagram_32,nakshatra_dhanishta,0.35,shared element fire,fire,,,duration resonates with Dhanishta,inferred_coherent
hexagram_32,nakshatra_shatabhisha,0.5,shared element air + dosha-body alignment vata/thigh,air,,,duration resonates with Shatabhisha,inferred_coherent
hexagram_32,nakshatra_purva_bhadrapada,0.35,shared element fire,fire,,,duration resonates with Purva_Bhadrapada,inferred_coherent
hexagram_32,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,duration resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_32,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,duration resonates with Revati,inferred_coherent
hexagram_33,nakshatra_bharani,0.35,shared element earth,earth,,,retreat resonates with Bharani,inferred_coherent
hexagram_33,nakshatra_rohini,0.5,shared element earth + dosha-body alignment kapha/hand,earth,,,retreat resonates with Rohini,inferred_coherent
hexagram_33,nakshatra_mrigashira,0.45,shared element earth + deva-sattva alignment,earth,,,retreat resonates with Mrigashira,inferred_coherent
hexagram_33,nakshatra_punarvasu,0.4,shared guna sattva + deva-sattva alignment,,sattva,,retreat resonates with Punarvasu,inferred_coherent
hexagram_33,nakshatra_pushya,0.55,shared guna sattva + dosha-body alignment kapha/hand + deva-sattva alignment,,sattva,,retreat resonates with Pushya,inferred_coherent
hexagram_33,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,retreat resonates with Purva_Phalguni,inferred_coherent
hexagram_33,nakshatra_uttara_phalguni,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/hand,earth,sattva,,retreat resonates with Uttara_Phalguni,inferred_coherent
hexagram_33,nakshatra_hasta,0.4,shared guna sattva + deva-sattva alignment,,sattva,,retreat resonates with Hasta,inferred_coherent
hexagram_33,nakshatra_anuradha,0.55,shared guna sattva + dosha-body alignment kapha/hand + deva-sattva alignment,,sattva,,retreat resonates with Anuradha,inferred_coherent
hexagram_33,nakshatra_uttara_ashadha,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/hand,earth,sattva,,retreat resonates with Uttara_Ashadha,inferred_coherent
hexagram_33,nakshatra_shravana,0.4,shared guna sattva + deva-sattva alignment,,sattva,,retreat resonates with Shravana,inferred_coherent
hexagram_33,nakshatra_uttara_bhadrapada,0.45,shared guna sattva + dosha-body alignment kapha/hand,,sattva,,retreat resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_33,nakshatra_revati,0.55,shared guna sattva + dosha-body alignment kapha/hand + deva-sattva alignment,,sattva,,retreat resonates with Revati,inferred_coherent
hexagram_34,nakshatra_ashwini,0.65,shared element fire + shared guna rajas,fire,rajas,,great power resonates with Ashwini,inferred_coherent
hexagram_34,nakshatra_bharani,0.55,shared guna rajas + dosha-body alignment pitta/head + manushya-rajas alignment,,rajas,,great power resonates with Bharani,inferred_coherent
hexagram_34,nakshatra_krittika,0.8,shared element fire + shared guna rajas + dosha-body alignment pitta/head,fire,rajas,,great power resonates with Krittika,inferred_coherent
hexagram_34,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,great power resonates with Rohini,inferred_coherent
hexagram_34,nakshatra_magha,0.5,shared element fire + dosha-body alignment pitta/head,fire,,,great power resonates with Magha,inferred_coherent
hexagram_34,nakshatra_purva_phalguni,0.55,shared guna rajas + dosha-body alignment pitta/head + manushya-rajas alignment,,rajas,,great power resonates with Purva_Phalguni,inferred_coherent
hexagram_34,nakshatra_chitra,0.5,shared element fire + dosha-body alignment pitta/head,fire,,,great power resonates with Chitra,inferred_coherent
hexagram_34,nakshatra_swati,0.3,shared guna rajas,,rajas,,great power resonates with Swati,inferred_coherent
hexagram_34,nakshatra_vishakha,0.8,shared element fire + shared guna rajas + dosha-body alignment pitta/head,fire,rajas,,great power resonates with Vishakha,inferred_coherent
hexagram_34,nakshatra_purva_ashadha,0.55,shared guna rajas + dosha-body alignment pitta/head + manushya-rajas alignment,,rajas,,great power resonates with Purva_Ashadha,inferred_coherent
hexagram_34,nakshatra_dhanishta,0.8,shared element fire + shared guna rajas + dosha-body alignment pitta/head,fire,rajas,,great power resonates with Dhanishta,inferred_coherent
hexagram_34,nakshatra_purva_bhadrapada,0.6,shared element fire + dosha-body alignment pitta/head + manushya-rajas alignment,fire,,,great power resonates with Purva_Bhadrapada,inferred_coherent
hexagram_35,nakshatra_ashwini,0.65,shared element fire + shared guna rajas,fire,rajas,,progress resonates with Ashwini,inferred_coherent
hexagram_35,nakshatra_bharani,0.75,shared element earth + shared guna rajas + manushya-rajas alignment,earth,rajas,,progress resonates with Bharani,inferred_coherent
hexagram_35,nakshatra_krittika,0.65,shared element fire + shared guna rajas,fire,rajas,,progress resonates with Krittika,inferred_coherent
hexagram_35,nakshatra_rohini,0.9,shared element earth + shared guna rajas + dosha-body alignment kapha/belly + manushya-rajas alignment,earth,rajas,,progress resonates with Rohini,inferred_coherent
hexagram_35,nakshatra_mrigashira,0.35,shared element earth,earth,,,progress resonates with Mrigashira,inferred_coherent
hexagram_35,nakshatra_magha,0.35,shared element fire,fire,,,progress resonates with Magha,inferred_coherent
hexagram_35,nakshatra_purva_phalguni,0.75,shared element earth + shared guna rajas + manushya-rajas alignment,earth,rajas,,progress resonates with Purva_Phalguni,inferred_coherent
hexagram_35,nakshatra_uttara_phalguni,0.6,shared element earth + dosha-body alignment kapha/belly + manushya-rajas alignment,earth,,,progress resonates with Uttara_Phalguni,inferred_coherent
hexagram_35,nakshatra_chitra,0.35,shared element fire,fire,,,progress resonates with Chitra,inferred_coherent
hexagram_35,nakshatra_swati,0.3,shared guna rajas,,rajas,,progress resonates with Swati,inferred_coherent
hexagram_35,nakshatra_vishakha,0.65,shared element fire + shared guna rajas,fire,rajas,,progress resonates with Vishakha,inferred_coherent
hexagram_35,nakshatra_purva_ashadha,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,progress resonates with Purva_Ashadha,inferred_coherent
hexagram_35,nakshatra_uttara_ashadha,0.6,shared element earth + dosha-body alignment kapha/belly + manushya-rajas alignment,earth,,,progress resonates with Uttara_Ashadha,inferred_coherent
hexagram_35,nakshatra_dhanishta,0.65,shared element fire + shared guna rajas,fire,rajas,,progress resonates with Dhanishta,inferred_coherent
hexagram_35,nakshatra_purva_bhadrapada,0.45,shared element fire + manushya-rajas alignment,fire,,,progress resonates with Purva_Bhadrapada,inferred_coherent
hexagram_36,nakshatra_ashwini,0.35,shared element fire,fire,,,darkening of the light resonates with Ashwini,inferred_coherent
hexagram_36,nakshatra_bharani,0.5,shared element earth + dosha-body alignment pitta/eye,earth,,,darkening of the light resonates with Bharani,inferred_coherent
hexagram_36,nakshatra_krittika,0.6,shared element fire + dosha-body alignment pitta/eye + rakshasa-tamas alignment,fire,,,darkening of the light resonates with Krittika,inferred_coherent
hexagram_36,nakshatra_rohini,0.35,shared element earth,earth,,,darkening of the light resonates with Rohini,inferred_coherent
hexagram_36,nakshatra_mrigashira,0.65,shared element earth + shared guna tamas,earth,tamas,,darkening of the light resonates with Mrigashira,inferred_coherent
hexagram_36,nakshatra_ardra,0.3,shared guna tamas,,tamas,,darkening of the light resonates with Ardra,inferred_coherent
hexagram_36,nakshatra_ashlesha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,darkening of the light resonates with Ashlesha,inferred_coherent
hexagram_36,nakshatra_magha,0.9,shared element fire + shared guna tamas + dosha-body alignment pitta/eye + rakshasa-tamas alignment,fire,tamas,,darkening of the light resonates with Magha,inferred_coherent
hexagram_36,nakshatra_purva_phalguni,0.5,shared element earth + dosha-body alignment pitta/eye,earth,,,darkening of the light resonates with Purva_Phalguni,inferred_coherent
hexagram_36,nakshatra_uttara_phalguni,0.35,shared element earth,earth,,,darkening of the light resonates with Uttara_Phalguni,inferred_coherent
hexagram_36,nakshatra_chitra,0.9,shared element fire + shared guna tamas + dosha-body alignment pitta/eye + rakshasa-tamas alignment,fire,tamas,,darkening of the light resonates with Chitra,inferred_coherent
hexagram_36,nakshatra_vishakha,0.6,shared element fire + dosha-body alignment pitta/eye + rakshasa-tamas alignment,fire,,,darkening of the light resonates with Vishakha,inferred_coherent
hexagram_36,nakshatra_jyeshtha,0.55,shared guna tamas + dosha-body alignment pitta/eye + rakshasa-tamas alignment,,tamas,,darkening of the light resonates with Jyeshtha,inferred_coherent
hexagram_36,nakshatra_mula,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,darkening of the light resonates with Mula,inferred_coherent
hexagram_36,nakshatra_uttara_ashadha,0.35,shared element earth,earth,,,darkening of the light resonates with Uttara_Ashadha,inferred_coherent
hexagram_36,nakshatra_dhanishta,0.6,shared element fire + dosha-body alignment pitta/eye + rakshasa-tamas alignment,fire,,,darkening of the light resonates with Dhanishta,inferred_coherent
hexagram_36,nakshatra_shatabhisha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,darkening of the light resonates with Shatabhisha,inferred_coherent
hexagram_36,nakshatra_purva_bhadrapada,0.8,shared element fire + shared guna tamas + dosha-body alignment pitta/eye,fire,tamas,,darkening of the light resonates with Purva_Bhadrapada,inferred_coherent
hexagram_37,nakshatra_ashwini,0.45,shared element fire + deva-sattva alignment,fire,,,the family resonates with Ashwini,inferred_coherent
hexagram_37,nakshatra_krittika,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,the family resonates with Krittika,inferred_coherent
hexagram_37,nakshatra_punarvasu,0.75,shared element air + shared guna sattva + deva-sattva alignment,air,sattva,,the family resonates with Punarvasu,inferred_coherent
hexagram_37,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,the family resonates with Pushya,inferred_coherent
hexagram_37,nakshatra_magha,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,the family resonates with Magha,inferred_coherent
hexagram_37,nakshatra_uttara_phalguni,0.3,shared guna sattva,,sattva,,the family resonates with Uttara_Phalguni,inferred_coherent
hexagram_37,nakshatra_hasta,0.75,shared element air + shared guna sattva + deva-sattva alignment,air,sattva,,the family resonates with Hasta,inferred_coherent
hexagram_37,nakshatra_chitra,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,the family resonates with Chitra,inferred_coherent
hexagram_37,nakshatra_swati,0.45,shared element air + deva-sattva alignment,air,,,the family resonates with Swati,inferred_coherent
hexagram_37,nakshatra_vishakha,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,the family resonates with Vishakha,inferred_coherent
hexagram_37,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,the family resonates with Anuradha,inferred_coherent
hexagram_37,nakshatra_jyeshtha,0.5,shared element air + dosha-body alignment pitta/eye,air,,,the family resonates with Jyeshtha,inferred_coherent
hexagram_37,nakshatra_mula,0.35,shared element air,air,,,the family resonates with Mula,inferred_coherent
hexagram_37,nakshatra_uttara_ashadha,0.3,shared guna sattva,,sattva,,the family resonates with Uttara_Ashadha,inferred_coherent
hexagram_37,nakshatra_shravana,0.75,shared element air + shared guna sattva + deva-sattva alignment,air,sattva,,the family resonates with Shravana,inferred_coherent
hexagram_37,nakshatra_dhanishta,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,the family resonates with Dhanishta,inferred_coherent
hexagram_37,nakshatra_shatabhisha,0.35,shared element air,air,,,the family resonates with Shatabhisha,inferred_coherent
hexagram_37,nakshatra_purva_bhadrapada,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,the family resonates with Purva_Bhadrapada,inferred_coherent
hexagram_37,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,the family resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_37,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,the family resonates with Revati,inferred_coherent
hexagram_38,nakshatra_ashwini,0.65,shared element fire + shared guna rajas,fire,rajas,,opposition resonates with Ashwini,inferred_coherent
hexagram_38,nakshatra_bharani,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,opposition resonates with Bharani,inferred_coherent
hexagram_38,nakshatra_krittika,0.65,shared element fire + shared guna rajas,fire,rajas,,opposition resonates with Krittika,inferred_coherent
hexagram_38,nakshatra_rohini,0.55,shared guna rajas + dosha-body alignment kapha/mouth + manushya-rajas alignment,,rajas,,opposition resonates with Rohini,inferred_coherent
hexagram_38,nakshatra_ardra,0.45,shared element water + manushya-rajas alignment,water,,,opposition resonates with Ardra,inferred_coherent
hexagram_38,nakshatra_pushya,0.5,shared element water + dosha-body alignment kapha/mouth,water,,,opposition resonates with Pushya,inferred_coherent
hexagram_38,nakshatra_ashlesha,0.5,shared element water + dosha-body alignment kapha/mouth,water,,,opposition resonates with Ashlesha,inferred_coherent
hexagram_38,nakshatra_magha,0.35,shared element fire,fire,,,opposition resonates with Magha,inferred_coherent
hexagram_38,nakshatra_purva_phalguni,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,opposition resonates with Purva_Phalguni,inferred_coherent
hexagram_38,nakshatra_chitra,0.35,shared element fire,fire,,,opposition resonates with Chitra,inferred_coherent
hexagram_38,nakshatra_swati,0.3,shared guna rajas,,rajas,,opposition resonates with Swati,inferred_coherent
hexagram_38,nakshatra_vishakha,0.65,shared element fire + shared guna rajas,fire,rajas,,opposition resonates with Vishakha,inferred_coherent
hexagram_38,nakshatra_anuradha,0.5,shared element water + dosha-body alignment kapha/mouth,water,,,opposition resonates with Anuradha,inferred_coherent
hexagram_38,nakshatra_purva_ashadha,0.75,shared element water + shared guna rajas + manushya-rajas alignment,water,rajas,,opposition resonates with Purva_Ashadha,inferred_coherent
hexagram_38,nakshatra_dhanishta,0.65,shared element fire + shared guna rajas,fire,rajas,,opposition resonates with Dhanishta,inferred_coherent
hexagram_38,nakshatra_purva_bhadrapada,0.45,shared element fire + manushya-rajas alignment,fire,,,opposition resonates with Purva_Bhadrapada,inferred_coherent
hexagram_38,nakshatra_uttara_bhadrapada,0.6,shared element water + dosha-body alignment kapha/mouth + manushya-rajas alignment,water,,,opposition resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_38,nakshatra_revati,0.5,shared element water + dosha-body alignment kapha/mouth,water,,,opposition resonates with Revati,inferred_coherent
hexagram_39,nakshatra_bharani,0.35,shared element earth,earth,,,obstruction resonates with Bharani,inferred_coherent
hexagram_39,nakshatra_rohini,0.5,shared element earth + dosha-body alignment kapha/hand,earth,,,obstruction resonates with Rohini,inferred_coherent
hexagram_39,nakshatra_mrigashira,0.65,shared element earth + shared guna tamas,earth,tamas,,obstruction resonates with Mrigashira,inferred_coherent
hexagram_39,nakshatra_ardra,0.65,shared element water + shared guna tamas,water,tamas,,obstruction resonates with Ardra,inferred_coherent
hexagram_39,nakshatra_pushya,0.5,shared element water + dosha-body alignment kapha/hand,water,,,obstruction resonates with Pushya,inferred_coherent
hexagram_39,nakshatra_ashlesha,0.9,shared element water + shared guna tamas + dosha-body alignment kapha/hand + rakshasa-tamas alignment,water,tamas,,obstruction resonates with Ashlesha,inferred_coherent
hexagram_39,nakshatra_magha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,obstruction resonates with Magha,inferred_coherent
hexagram_39,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,obstruction resonates with Purva_Phalguni,inferred_coherent
hexagram_39,nakshatra_uttara_phalguni,0.5,shared element earth + dosha-body alignment kapha/hand,earth,,,obstruction resonates with Uttara_Phalguni,inferred_coherent
hexagram_39,nakshatra_chitra,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,obstruction resonates with Chitra,inferred_coherent
